Gene.name	Row.names	logFC	logCPM	F	PValue	FDR	11VG	37VG	38VG	50VG	54VG	55VG	12MII	16MII	53MII	7MII	13MII	17MII	85MII
XYLT1	ENSG00000103489	-1.732030449	7.773747772	13.2999121	0.00141037	0.029985298	8.326163864	8.469643829	7.827882409	8.66982028	8.622026304	9.257854769	5.97173705	7.61826034	5.271866861	4.231017528	7.818730611	7.183474236	6.978646776
NDUFAB1	ENSG00000004779	1.672622222	7.844142783	13.29044103	0.00141481	0.030041126	5.924186011	6.162556734	7.561662849	6.203446391	6.552176826	7.478627866	8.466231323	7.42473088	6.848823619	9.535155426	8.650093893	8.563362446	8.310658663
DGUOK	ENSG00000114956	1.819601028	6.042736189	13.28395485	0.001417859	0.030067326	4.483272455	3.976066042	4.532013672	4.675445864	4.808960424	5.784489338	5.501469481	5.000635419	6.888131295	7.127780348	6.092464406	6.451152981	7.693791436
PUSL1	ENSG00000169972	-5.019478667	-0.548866718	13.27391029	0.001422596	0.030097685	0.933181226	1.493098374	-1.138682487	-0.01695694	0.642153433	-0.088124212	-3.689597023	-1.93469812	-3.689597023	-3.689597023	-2.328386496	-3.689597023	-3.689597023
LINC01497	ENSG00000237560	-9.41865405	0.681785511	14.75271053	0.001422925	0.030097685	1.947089723	-3.689597023	3.737870142	1.531221461	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023
ACTL6A	ENSG00000136518	1.430821289	7.863571937	13.26461691	0.001426993	0.030141712	6.247739807	6.919507433	6.169819136	6.457634897	7.558138597	7.234677764	7.73782663	7.996016639	8.448194733	8.881291329	8.438334918	8.785414401	6.789815374
RAB25	ENSG00000132698	2.09475315	4.046778818	13.20926017	0.001428647	0.030141712	2.975155445	1.997225888	1.067213652	3.552197073	2.939083338	0.749033555	3.571194505	5.172475276	4.485923779	4.242651313	5.262378387	4.676277973	4.304573638
FAM220A	ENSG00000178397	1.612094177	10.90272628	13.2461321	0.001435785	0.03025378	10.32962994	9.785596488	8.485639524	10.17593429	8.969119287	8.875284887	10.97932237	12.01982109	11.85349723	10.17511267	11.37094659	10.16591233	10.79521823
IPO11	ENSG00000086200	-1.713992766	4.972657539	13.18420524	0.001440677	0.030289382	4.550607002	5.362430719	4.974932978	5.847811246	5.966843872	6.401063238	3.752938227	3.601013962	4.828905646	2.646282825	3.58431636	4.071303748	4.182053202
	ENSG00000243969	-4.206154253	-0.295061564	13.19154574	0.00144232	0.030289382	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
PIGF	ENSG00000151665	2.049541028	5.445554052	13.2311358	0.001442961	0.030289382	3.453501212	3.62320324	4.671059838	2.671931921	3.599162942	4.55004716	5.814542396	4.795996903	6.410493257	7.102464904	5.588289088	5.954331046	4.292023234
GABPB1	ENSG00000104064	1.243149769	7.023663534	13.14932993	0.001457608	0.030558097	6.073100008	5.976134048	5.549622658	6.314443006	6.547919468	6.353988737	6.311973909	7.098321728	7.264310342	8.47781205	6.88749498	7.808994896	6.944571373
FAM133B	ENSG00000234545	2.043858407	7.145384501	13.18843461	0.001463611	0.030645172	5.132409284	5.358295832	5.132617171	5.613728027	5.551822433	6.816471661	6.2099287	6.085514982	7.421790688	8.877254309	7.257901224	7.003521797	8.88096415
PELI1	ENSG00000197329	1.322129889	6.782358531	13.1291253	0.001470806	0.030756929	5.755057688	5.945453689	5.437654966	5.993230176	6.278520777	4.881117829	7.316478951	7.662841986	7.58418272	6.534830653	6.908091864	7.230805206	5.470516559
NR2F1	ENSG00000175745	-4.923138924	0.245686316	13.16391669	0.001475615	0.030785256	-0.124754362	-0.523604474	3.036121755	-1.425936194	1.373688831	0.247788526	-3.689597023	-1.93469812	-3.689597023	-3.689597023	-2.328386496	-1.680011165	-3.689597023
PRDX3P2	ENSG00000231468	2.14544152	3.057253253	13.11218953	0.001475878	0.030785256	1.147184	1.399619888	1.30570986	1.596576139	1.359625047	2.460374116	3.246773859	2.913117876	3.959203464	4.699064429	3.018513321	2.952398242	4.238085778
DPPA3	ENSG00000187569	1.725517168	12.90765364	13.15032994	0.001482313	0.030856118	12.95183161	11.48483026	10.86214856	10.96962883	10.98055742	11.38522149	13.36156946	14.53969568	13.40319458	13.09151337	12.87233986	12.80367611	12.57609868
RNF13	ENSG00000082996	1.344227281	6.340658971	13.09586741	0.001483987	0.030856118	4.917852576	5.114109557	4.821404175	5.608192554	5.855375668	5.708272084	6.363210787	6.473990225	7.144981106	7.166467327	6.026713106	6.520375885	7.050075027
LINC01572	ENSG00000261008	2.153717551	4.018674535	13.09410645	0.001484865	0.030856118	1.731892234	2.554867661	2.805726364	2.228091974	2.714390142	2.689086542	3.76653492	2.725104223	4.186420049	5.358513291	4.11139614	4.608531498	5.727921861
THAP7	ENSG00000184436	-3.622355653	2.845373678	13.13521614	0.001489803	0.030919945	4.222221238	4.901824343	3.828089	4.395951369	3.985423207	2.052092936	1.5290797	0.124199217	1.166199579	-2.4830624	1.523250437	-0.092927096	-3.689597023
SLC27A6	ENSG00000113396	1.750453738	7.799471467	13.11398433	0.001500395	0.031066193	6.88511003	6.93416614	5.253541453	6.487230633	5.834554311	5.318676324	7.394626974	8.106610914	8.330062909	5.451675128	8.064615415	8.584674739	8.509003508
HNRNPA1	ENSG00000135486	1.80001184	8.577109809	13.11357361	0.001500601	0.031066193	8.313584943	6.971189946	7.454872188	7.512237324	6.973472712	6.761232087	8.211593885	10.93696954	7.779453623	8.752098375	9.140206077	8.828979387	8.129946714
STX2	ENSG00000111450	1.891907502	7.54379221	13.1090987	0.001502844	0.031073795	5.98021035	5.636155047	6.010963438	5.695800186	6.538586846	6.332808614	7.096271957	7.210153711	9.679508998	7.742490221	6.501616845	6.72083523	7.827641601
ATL2	ENSG00000119787	1.450131911	8.483728148	13.09082616	0.001512043	0.03118675	6.837758208	7.136948499	6.729787023	7.494129887	7.945044757	7.591471159	8.28944574	8.464050368	9.59945535	7.759123716	8.358804185	9.488860788	8.716479526
BORCS5	ENSG00000165714	-1.33705044	7.336414797	13.0907662	0.001512073	0.03118675	7.979317774	7.538829221	6.970098376	7.706260604	8.189364101	8.503534698	6.069587816	6.581882192	6.5006114	6.69371491	6.863589889	7.245004404	5.103408977
GCAT	ENSG00000100116	-3.188318507	5.256742742	13.08151134	0.001516756	0.031244422	6.969252587	6.670897881	6.325059916	6.375299299	5.812783005	5.175050373	2.31048175	3.775985491	0.130302295	-3.689597023	3.25739701	4.599253421	3.127332681
CHMP2B	ENSG00000083937	1.457000918	7.285924349	13.07151525	0.001521832	0.031279605	5.547042236	5.456337757	6.061820279	5.917884404	6.330369331	7.213656019	7.082409303	7.395850134	8.472643931	8.045064942	7.237701343	7.81301356	7.034337459
UBE2U	ENSG00000177414	2.792890884	5.21379031	13.06561972	0.001524834	0.031279605	1.555801326	2.394516115	3.031381978	1.646808578	3.344533097	4.856764043	5.060253674	2.947949566	5.734108961	7.698816424	4.879936083	5.230034134	6.668347135
SMC6	ENSG00000163029	1.452999974	6.833637015	13.06010887	0.001527646	0.031279605	5.653702477	5.720720271	5.595299946	5.351308037	5.938739482	5.730781495	6.492585123	6.979193376	7.250970305	7.183669399	6.567838611	7.045970029	7.893299855
BRD1	ENSG00000100425	1.639792005	5.553653776	13.0226361	0.001528994	0.031279605	4.130886842	4.296572384	4.344125802	5.109678955	4.056893399	2.066322859	5.909520583	5.992645679	6.003371531	6.723079787	4.852872054	5.286040552	5.576774134
PCNP	ENSG00000081154	1.313852949	6.582561452	13.00079058	0.001532201	0.031279605	4.710569357	4.496053201	5.418723825	5.767080675	5.885134733	6.706634696	6.743086249	6.992810308	7.350484962	6.861556369	6.404518289	7.479879596	6.904321846
MED18	ENSG00000130772	-3.555422708	2.715454601	13.0496853	0.001532981	0.031279605	3.689450453	4.216603673	3.050248366	3.797055682	4.21561768	3.898889366	0.686540679	0.544037993	-3.689597023	-1.595507706	1.01660769	1.846455629	-3.689597023
ZNF41	ENSG00000147124	-5.724472923	0.068344312	13.04764374	0.001534028	0.031279605	0.459594045	0.737233453	3.036121755	0.752592985	1.40141167	-3.689597023	-3.192074023	-1.93469812	-3.689597023	-3.689597023	-2.328386496	-3.689597023	-3.689597023
ANKRD10	ENSG00000088448	1.188224142	8.331697002	12.99717459	0.001534069	0.031279605	7.560495544	7.227290154	7.581658432	7.541574638	7.566580951	7.777841965	8.131600401	8.153064155	8.876606005	9.257731058	8.488042738	8.547169036	9.255224638
	ENSG00000286487	-4.133019031	-0.297542146	13.00061856	0.001535462	0.031279605	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
RPL27AP5	ENSG00000182383	-5.072233332	0.207080161	13.03503699	0.001540513	0.03132987	0.611474288	2.129272058	0.10163721	0.965473338	0.010946826	2.175375225	-3.689597023	-1.166021684	-3.689597023	-3.689597023	-3.689597023	-2.09611062	-3.689597023
PNRC2	ENSG00000189266	1.069640528	6.732884794	12.98210102	0.00154188	0.03132987	5.646025811	6.098928399	5.872730258	6.09793816	6.207175352	6.519566341	6.802041343	7.524738292	7.260986879	6.963499032	6.96185578	7.607989025	6.821162612
PTGES3	ENSG00000110958	1.524168932	10.51672155	13.02904715	0.001543604	0.03132987	10.50870618	9.627457171	8.714655014	9.289137453	9.108292295	8.717571928	10.62217289	12.00348579	10.28857353	10.90997638	11.22000765	11.14653682	9.655492875
C5	ENSG00000106804	-3.19609088	5.073052844	13.00974554	0.001553613	0.031463148	4.716864483	7.893020435	5.181568056	5.992623337	6.654361631	3.882898586	3.71837508	1.133785845	2.924974946	3.006179174	4.706011594	2.10429861	-3.689597023
TMEM230	ENSG00000089063	1.239017521	7.541898983	12.96665745	0.001554214	0.031463148	7.58794309	6.629465407	6.367987935	5.921714752	6.898242556	6.306075947	8.182252355	7.909198654	8.179111232	8.30802879	7.44672466	7.846237527	7.645772053
NOVA1-DT	ENSG00000257842	-6.121055031	-0.179295847	13.00401615	0.001556597	0.031463148	-0.708796211	0.147589613	-0.467484126	3.053389056	1.494449774	-3.689597023	-3.689597023	-1.93469812	-3.038342632	-3.689597023	-3.689597023	-3.689597023	-3.689597023
CDC6	ENSG00000094804	-3.108655018	5.748942637	13.00176849	0.00155777	0.031463148	6.682383194	6.793869174	5.425061847	7.215226222	6.857540484	6.760685277	3.874071428	4.157084789	-0.349244076	-1.050062673	4.712717532	4.680683271	-3.161843097
SLC30A4	ENSG00000104154	2.44371765	6.338454747	12.99259017	0.001562568	0.031521619	3.888466985	4.408782421	3.825353413	3.555487945	5.45013607	5.107849051	5.029569591	5.666458394	8.695658262	3.777214689	4.590611306	7.801429595	7.005800437
TCTN1	ENSG00000204852	-2.554404486	5.281019533	12.97058222	0.001574139	0.031701354	6.371939795	6.58680777	5.902884727	6.771370261	6.101282413	6.043773676	4.314455234	3.185400387	3.091393193	4.146843285	4.090951952	4.580516323	-3.161843097
RRS1	ENSG00000179041	1.67122772	4.532452904	12.91410549	0.00157766	0.031701354	3.46850178	3.858030439	2.469685352	3.428430179	2.895883218	3.55984992	4.100303931	5.096892986	4.11826314	4.509845081	5.318410272	5.674089735	5.442398748
RBM17	ENSG00000134453	1.107337861	7.994241958	12.91301365	0.001578242	0.031701354	7.027389702	7.361165878	6.916482467	7.529702068	6.990970281	7.213256423	7.644263155	7.991328064	8.524670335	7.788853637	8.550905582	8.560078497	8.661680678
TRAPPC2B	ENSG00000256060	-2.619437066	5.399472667	12.9611374	0.001579134	0.031701354	4.869698434	5.177672939	5.845986677	5.575336923	6.390396815	8.371346542	2.53363187	2.076947789	3.718756592	4.802249303	4.161273947	4.566302052	4.243310441
ZSWIM7	ENSG00000214941	1.543497632	5.063248276	12.88471545	0.001593407	0.031939176	3.706422	3.304401824	3.825353413	3.666179999	4.231149822	4.737339028	5.088946522	5.131395834	5.1242149	6.245942355	5.199314994	5.495575498	5.935830097
MINDY2	ENSG00000128923	1.430000695	6.783593224	12.93165501	0.001594837	0.031939176	5.644925802	4.758575317	5.333690867	6.05963012	6.216471783	5.954786632	6.500234831	5.831774218	7.341466257	7.69034559	6.758138431	7.060409916	7.958285542
ABHD1	ENSG00000143994	-5.697823729	-0.204039274	12.92298471	0.001599488	0.031993627	1.438810462	1.828142358	-1.420978277	1.476718724	0.935528898	-3.075700916	-3.689597023	-1.499759814	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023
OGG1	ENSG00000114026	1.874809758	5.018203661	12.87389778	0.001616657	0.032271085	3.950327453	3.901303019	3.416582419	3.67830628	3.697484477	3.428311011	4.339688709	4.264615423	5.651488361	3.722875456	5.250906053	5.728292735	7.094477457
LINC00205	ENSG00000223768	-4.16217521	1.982988807	12.89011235	0.001617256	0.032271085	2.961082366	3.667322361	4.686216238	1.023659768	3.17017551	1.563146324	-1.894359848	-0.667215003	-1.21340585	-3.689597023	1.01660769	-0.092927096	-3.689597023
KRT18	ENSG00000111057	-5.461837278	1.994723695	12.88474897	0.001620176	0.032290438	2.646261939	3.663976072	4.214224028	4.108439494	1.962922517	0.915482917	-3.689597023	-1.499759814	-3.689597023	-3.689597023	0.228890185	-1.680011165	-3.689597023
DVL1	ENSG00000107404	-5.558454498	0.318242393	12.86352428	0.001631786	0.032482747	2.003107068	1.986549732	2.140522585	1.926423133	0.68789678	-1.160156094	-3.689597023	-1.499759814	-3.689597023	-3.689597023	-1.943925242	-3.689597023	-3.689597023
ZNF155	ENSG00000204920	-1.927121741	7.715748175	12.84517429	0.001641898	0.032644793	8.425436096	9.326206363	7.657826725	9.045199274	8.374502883	8.099397891	7.032637533	8.212912058	5.255260169	4.550974692	6.673017436	6.30757593	5.406753942
CCDC73	ENSG00000186714	2.25151963	7.019320341	12.83811958	0.001645804	0.032683211	5.059980182	4.252693621	4.672582664	5.618455871	5.635182711	6.765599121	5.140764997	4.875044998	7.810191664	9.458660617	6.907361302	7.299011676	8.294705477
EHD1	ENSG00000110047	-3.830495246	3.974597326	12.825798	0.00165265	0.032752757	6.281400125	6.097688775	4.839141658	5.291384155	3.919843714	2.264470233	3.53986681	1.249997864	1.249052153	-3.689597023	0.880294661	0.229212984	-3.161843097
DCLRE1A	ENSG00000198924	1.592197464	8.905254989	12.8247007	0.001653261	0.032752757	7.288450877	7.057564692	7.359059335	7.732120671	8.180140858	8.64979268	8.273017544	8.314420128	9.711438116	10.62634804	8.461413414	9.375227057	9.476840262
ZNF274	ENSG00000171606	-3.497380765	4.120237546	12.81578406	0.001658237	0.032798941	5.338330376	6.017363684	4.472062635	5.159189393	5.43176906	5.039168634	2.549448587	1.800266777	1.781607319	-3.689597023	1.943810958	3.077939825	-3.689597023
ZC3HC1	ENSG00000091732	-2.041246459	6.006475197	12.81343032	0.001659553	0.032798941	6.236829702	6.320733631	5.829016638	6.956082367	7.375822694	8.103931694	4.348756184	3.578961073	5.612902824	5.971986114	4.46913724	5.288928882	3.95250759
ANAPC7	ENSG00000196510	-2.850391282	4.972360648	12.80413147	0.001664764	0.032862715	6.086126462	6.339733172	5.877359837	6.518340999	5.900394494	5.247089219	3.974145348	4.186552309	4.015510474	0.676193064	2.758235981	2.626789863	-3.689597023
C16orf72	ENSG00000182831	-1.49265414	5.896210443	12.76843357	0.001670992	0.032946386	6.679162928	6.469991079	6.363280749	6.67934287	6.732495208	5.673835448	5.773887051	5.319372926	5.736503967	3.771871947	4.579647822	4.064577608	4.258871852
BCKDHB	ENSG00000083123	1.540450263	5.461040097	12.7345767	0.001676583	0.033017313	3.903262823	3.619752913	4.180370331	4.486661631	5.324536038	4.498506311	5.867552348	5.285729763	5.447330406	6.520566272	5.113235437	6.214940342	6.645343902
SVOPL	ENSG00000157703	2.024022214	9.066889301	12.76381241	0.001687567	0.033194168	8.327878494	8.193218135	6.753364667	7.301542784	6.140366935	5.559024641	9.671434944	10.53283676	9.284474758	8.51005792	9.244250503	8.970401588	8.399774208
GOPC	ENSG00000047932	1.028344601	6.327983945	12.67767087	0.001709343	0.033562718	5.175707424	5.191683956	5.320152331	5.72605122	5.824349904	5.981312987	6.402929176	6.661427387	6.88273552	6.501325021	6.159036559	6.244997852	7.096644065
NUP107	ENSG00000111581	1.153695345	8.104515643	12.67579298	0.001710436	0.033562718	7.392393555	7.414162383	6.264751035	7.665343085	7.113621428	7.457526571	7.540997948	8.731662201	8.828022816	7.292145411	8.44941853	8.50276541	8.923489702
ARHGEF26-AS1	ENSG00000243069	2.258098663	5.172196305	12.72003637	0.001712715	0.033562718	2.601601376	3.247411273	4.094362635	3.41762054	3.506469073	4.508962839	5.140764997	2.981960085	6.125355115	7.271944724	5.100508118	5.027043111	6.582317896
DPY19L3-DT	ENSG00000267213	-5.46641287	-0.503395082	12.71042389	0.001718292	0.033562718	0.611474288	0.711531431	0.48114505	-0.982446667	1.210889297	0.817934348	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-3.689597023	-1.680011165	-3.689597023
CRKL	ENSG00000099942	1.309932809	8.310645287	12.70858964	0.001719358	0.033562718	7.366934722	7.501352311	6.596551659	7.714012193	7.290829022	5.827941374	8.278069508	9.428102856	8.255412734	7.586898831	7.416236267	8.809500057	8.603067772
	ENSG00000243273	2.078339816	3.694122556	12.660305	0.001719479	0.033562718	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CPS1	ENSG00000021826	1.506974442	6.384716882	12.70664525	0.00172049	0.033562718	5.081280265	5.770578855	4.321007684	5.810422948	4.891919671	4.532216556	6.2099287	6.402019835	7.795048128	6.652154998	5.077312116	6.693847826	6.662508747
ERVK3-1	ENSG00000142396	-3.94998314	0.99033156	12.6754507	0.001725595	0.03358743	0.904052936	1.367064176	3.167209661	2.134373747	2.663780467	2.725408849	0.049562654	-3.689597023	-1.21340585	-3.689597023	-1.640658863	-0.871292019	-1.821661944
GNL3	ENSG00000163938	-1.539732434	6.758929942	12.69751551	0.001725812	0.03358743	6.496083254	6.80758154	7.197617458	8.078671219	7.435911752	7.941421219	5.147275785	4.383891271	6.653547495	6.537194398	5.866054469	5.868117436	5.654326516
	ENSG00000230725	-6.324543082	0.077677756	12.66123921	0.001747141	0.03396262	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
BAZ1B	ENSG00000009954	1.11099572	8.065316298	12.60850286	0.00175011	0.033980454	7.585365074	6.964064897	6.933412775	7.166826786	7.425612123	6.987922598	7.461200918	7.859180887	8.590857098	8.348968545	8.126817439	8.463038266	8.872559423
TBC1D10B	ENSG00000169221	-3.530484136	3.438944921	12.64192336	0.001758616	0.034105618	5.316388463	5.451493675	4.845906118	4.515673745	2.962535973	2.689086542	1.017432962	2.803273618	1.166199579	-2.963713559	1.218573146	0.570428392	-1.139062632
OAT	ENSG00000065154	1.747949566	9.022130014	12.63270049	0.001764124	0.034172425	8.794999405	8.008502695	7.272835479	7.881851784	7.478832108	6.986052541	8.947693864	11.13050463	8.085924831	9.609202673	9.391526572	9.375057178	8.454014749
PRPF18	ENSG00000165630	-1.810135479	4.500439833	12.57774595	0.00176858	0.034218717	4.596848913	5.218163919	4.411337236	5.099569661	5.301730959	6.445970058	2.774727515	1.945229902	3.843983503	3.06851629	3.182080065	3.30034906	4.856450123
